64092	38495	Gem
64145	38538	Gem
64106	38623	Lyn
64144	38639	Lyn
64648	38722	Gem
65575	38827	Car
65228	38835	Pup
64960	38848	Cnc
65345	38962	CMi
65699	39023	Pup
65695	39079	Mon
65759	39177	Cnc
65714	39191	Cnc
65953	39211	Mon
65873	39236	Cnc
65339	39261	Cam
65856	39263	Cnc
66216	39424	Gem
66811	39429	Pup
66347	39447	Cnc
66834	39524	Pup
66664	39567	Cnc
66875	39659	Cnc
66824	39722	Lyn
67523	39757	Pup
67228	39780	Cnc
68520	39794A	Vol
-	39794B	Vol
67006	39847	Lyn
67594	39863	Mon
67483	39874	Cnc
67402	39888B	Cnc
67402	39888A	Cnc
67797	39906	Pup
68243	-	Vel
68273	39953	Vel
67690	40007	Cnc
67767	40023	Cnc
68146	40035	Pup
68290	40084	Pup
68257	40167A	Cnc
68255	40167C	Cnc
68256	40167B	Cnc
68351	40240	Cnc
68752	40259	Pup
69267	40526	Cnc
69665	40604	Pup
68930	40646	Lyn
71243	40702	Cha
71046	40817	Vol
71066	40834	Vol
69897	40843	Cnc
69548	40875	Lyn
70011	40881	Cnc
71701	40888	Cha
71576	41003	Vol
71129	41037A	Car
-	41037B	Car
70673	41067	Pup
70272	41075	Lyn
70569	41117	Cnc
70734	41163B	Cnc
70734	41163A	Cnc
70958	41211	Hya
71878	41312	Vol
71030	41319	Cnc
71297	41375	Hya
71093	41377	Cnc
71152	41389A	Cnc
71153	41389BC	Cnc
71250	41400	Cnc
71150	41404B	Cnc
71151	41404A	Cnc
71496	41574	Cnc
71555	41578	Cnc
71369	41704	UMa
72041	41816	Cnc
